log_text,label
230.233.202.69 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
46.17.3.36 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
171.110.128.88 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
173.33.105.212 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
175.246.149.220 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
76.54.231.11 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
2.29.195.21 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
169.74.225.63 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
43.145.96.120 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
21.235.119.91 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
247.142.127.84 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
194.234.42.226 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
223.55.165.4 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
57.94.185.11 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
131.139.115.213 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
105.148.91.247 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
45.10.252.66 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
102.5.239.5 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
19.153.77.46 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
111.180.52.198 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
244.44.231.84 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
47.233.97.182 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
135.2.218.20 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
185.94.57.62 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
90.19.136.232 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
69.164.27.41 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
165.184.253.200 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
1.88.181.20 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
18.116.187.132 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
240.22.109.130 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
92.246.101.4 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
94.251.124.101 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
20.11.42.132 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
119.188.145.90 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
146.242.232.233 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
92.102.145.152 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
168.7.62.21 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
89.225.229.230 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
252.92.111.41 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
151.122.241.186 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
233.150.39.6 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
156.222.91.243 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
22.126.75.136 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
129.87.217.150 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
34.196.113.245 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
153.25.4.116 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
128.119.213.73 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
99.59.123.29 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
162.117.233.26 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
3.132.230.119 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
142.17.248.253 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
208.250.39.158 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
222.102.142.241 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
54.8.41.171 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
13.127.73.97 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
102.204.61.45 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
155.194.55.133 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
248.154.241.46 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
94.187.181.252 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
210.51.171.25 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
208.24.64.120 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
73.177.23.187 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
252.231.51.71 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
113.93.143.237 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
90.86.36.32 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
9.235.127.233 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
82.139.32.52 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
60.45.227.22 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
149.98.136.45 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
207.224.114.83 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
236.25.20.185 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
63.100.33.82 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
244.196.208.218 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
75.237.223.176 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
213.242.75.206 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
107.35.207.109 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
24.209.180.9 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
150.81.18.2 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
67.179.182.197 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
197.88.177.166 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
10.165.168.177 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
252.190.8.233 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
124.92.180.186 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
156.208.252.88 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
73.21.41.214 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
70.243.177.59 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
189.69.195.69 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
237.29.179.35 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
24.2.78.220 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
59.229.24.131 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
80.170.26.104 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
174.128.120.141 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
40.220.59.89 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
43.149.117.3 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
157.108.104.150 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
90.119.213.50 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
192.21.198.168 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
76.74.131.182 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
138.147.184.216 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
109.89.158.217 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
144.8.25.11 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
113.155.227.209 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
65.139.51.227 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
85.121.19.158 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
37.20.140.178 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
157.212.159.214 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
153.99.21.46 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
99.248.22.57 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
251.44.164.235 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
119.81.161.183 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
238.203.237.143 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
200.53.230.44 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
118.230.97.140 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
61.9.161.92 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
56.145.10.247 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
174.81.11.63 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
97.97.72.87 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
219.61.2.139 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
233.113.103.210 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
29.157.208.96 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
237.92.121.3 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
88.22.182.245 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
8.176.127.201 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
92.10.94.126 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
242.27.12.240 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
74.164.79.177 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
192.159.24.128 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
170.211.84.136 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
189.186.251.2 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
185.168.92.84 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
158.120.118.103 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
141.15.68.28 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
101.155.31.104 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
188.225.137.85 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
223.104.68.95 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
46.158.36.157 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
255.138.221.70 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
76.97.219.218 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
251.163.12.58 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
166.16.101.192 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
69.247.174.65 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
60.249.70.100 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
36.75.136.204 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
189.167.158.128 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
34.146.68.168 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
47.78.170.109 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
215.198.246.168 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
73.102.108.199 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
227.1.73.30 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
47.125.254.20 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
2.64.251.173 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
208.84.163.165 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
198.41.8.103 REQ=POST /account/transfer PAYLOAD='Invalid or Missing CSRF Token' STATUS=400 MSG='Invalid or Missing CSRF Token',LOW: CSRF Token Bypass
67.20.194.135 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
179.27.195.217 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
89.122.189.99 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
129.238.205.203 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
227.100.120.81 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
26.124.238.28 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
89.139.64.12 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
29.88.238.1 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
204.184.215.45 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
43.186.170.100 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
88.219.42.208 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
189.195.173.16 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
68.237.89.121 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
73.37.52.233 REQ=POST /checkout PAYLOAD='NullPointerException' STATUS=400 MSG='NullPointerException',CRITICAL: Application Crash
71.247.165.40 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
88.56.34.201 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
164.176.206.63 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
171.3.63.143 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
250.81.169.140 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
157.30.29.2 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
226.86.175.16 REQ=POST /api/data PAYLOAD='Rate Limit Exceeded' STATUS=400 MSG='Rate Limit Exceeded',HIGH: DDoS / Rate Limit
179.193.159.254 REQ=POST /comment PAYLOAD='<script>alert(1)</script>' STATUS=400 MSG='<script>alert(1)</script>',MEDIUM: XSS Payload Detected
193.117.9.112 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
248.220.235.148 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
41.209.87.21 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
210.192.46.254 REQ=POST /api/users/12 PAYLOAD='Unauthorized Role Modification' STATUS=400 MSG='Unauthorized Role Modification',HIGH: Privilege Escalation
194.81.138.13 REQ=POST /login PAYLOAD='admin' OR 1=1; UNION SELECT * FROM users--' STATUS=400 MSG='admin' OR 1=1; UNION SELECT * FROM users--',CRITICAL: SQL Injection
62.29.108.33 REQ=GET /download?file=../../../../etc/passwd STATUS=403,CRITICAL: Path Traversal Attempt
244.124.90.106 REQ=POST /login PAYLOAD='Login failed (Attempt 45)' STATUS=400 MSG='Login failed (Attempt 45)',HIGH: Brute Force Attack
